,title,label
789,TRUMP TSUNAMI INCOMING: What Trump Did In Florida Today Will Make Him President!,['FAKE']
790,Trump’s Star Vandalized On Hollywood Walk Of Fame - The Onion - America's Finest News Source,['REAL']
791,Obama’s trip to Ethiopia alarms some human rights activists,['REAL']
792,Nearly All Wild Animals Face Mass Extinction By 2020,['REAL']
793,Illegal Immigrants Could Elect Hillary,['FAKE']
794,15 Foods That Contain the Most Vitamin E | Alternative,['REAL']
795,TREY GOWDY: “WHAT IN THE WORD IS LORETTA LYNCH DOING TALKING TO COMEY”,['FAKE']
796,The Northern Sea Route: New Prospects for the Pacific Rim | New Eastern Outlook,['REAL']
797,Cruz campaign: We could have stopped Trump if Rubio became running mate,['REAL']
798,FREE Summit from Health Experts Teaches About Healthy Fats to Reverse Disease and Lose Weight,['REAL']
799,Kentucky governor: Electing Hillary Clinton may eventually lead to violence,['REAL']
800,Contaminated Food from China Now Entering the U.S. Under the 'Organic' Label,['FAKE']
801,Forget Wikileaks...this is the real October Surprise that is going to stop Hillary,['REAL']
802,Donald Trump: The next President of the United States of America,['FAKE']
803,14 Days and Counting-There Will Be a Civil War No Matter Who Wins the Election,['REAL']
804,Internet Is On Fire With Speculation That Podesta Emails Contain Code for Child Sex,['REAL']
805,Inside Jeb's 'shock and awe' launch,['REAL']
806,Southern Poverty Law Center Targets Anti-Jihad Crusaders (Ann Corcoran Honored!),['REAL']
807,Babylon Mystery Religion Series,['FAKE']
808,Relief efforts to find survivors intensify amid powerful aftershocks,['REAL']
809,The early 2016 primary calendar is now set. It will change.,['REAL']
810,Trump: I wouldn't accept Cruz's endorsement,['FAKE']
811,What is Federalism?,['REAL']
812,Confirmed: Public overwhelmingly (10-to-1) says media want Hillary to win,['FAKE']
813,"Mitt Romney Calls Donald Trump 'A Phony, A Fraud'; Trump Hits Back",['FAKE']
814,"In Jamaica, Obama indicates that he will remove Cuba from terrorism list",['FAKE']
815,Turkey Rounds Up Erdogan’s Political Opponents as Crackdown Widens,['FAKE']
816,Trump controlled by Mossad,['FAKE']
817,THE POLLS CAN NO LONGER BE RIGGED THIS ELECTION,['REAL']
818,New Lunar Craters Mystery | Space News,['FAKE']
819,Cruz's immigration gambit,['REAL']
820,Donald Trump Wins The Presidency In Historic Victory,['FAKE']
821,Trump slams GOP nominating process as top aide accuses Cruz of 'gestapo tactics' to win delegates,['REAL']
822,Battle for the Ages,['REAL']
823,Discrimination and Condemnation: Australia’s War on Boat People,['REAL']
824,Obama hits the trail for Hillary Clinton: Will he help or hurt?,['FAKE']
825,Scalia’s death comes just a month before the court’s biggest abortion case in years,['REAL']
826,The Empire Files: Inside Palestine's Refugee Camps,['FAKE']
827,New Saudi king ascends to the throne as terrorism threat grows,['FAKE']
828,"With Another Deadline Looming, Whispers Of Iran Nuclear Deal Emerge",['REAL']
829,Donald Trump's Clintonesque foreign policy,['REAL']
830,The Israeli Trumpess,['REAL']
831,Comment on Sheriff Says Cannabis Makes People Murderers Because “Rational Thought” Leads to Violence by Isaid Dilligaf,['REAL']
832,Seven World-Historical Achievements of the Iraq Invasion of 2003,['REAL']
833,Major Voter Fraud Already Running Rampant Against Republicans,['REAL']
834,Backers: Romney more open to 2016,['REAL']
835,"Re: Yes, There Are Paid Government Trolls On Social Media, Blogs, Forums And Websites",['REAL']
836,The REAL REASON Hillary Was Not Prosecuted For Her Email Scandal Will Infuriate You,['REAL']
837,Why Rachel Dolezal's assertion that she is black could pave way for folks choosing a 'racial identity',['REAL']
838,Brexit and the Law,['REAL']
839,Tsarnaev Mom: Americans Are ‘Terrorists’,['REAL']
840,It isn’t ‘Islamophobia’ when an Oklahoma GOP State Rep. says “Islam is a cancer in our nation that needs to be cut out”,['REAL']
841,WELCOME TO PARIS where tour buses have to navigate around all the new Muslim tent cities filling the streets,['FAKE']
842,Clinton braces for Nevada nail-biter,['REAL']
843,The Israeli Trumpess,['REAL']
844,US Insiders – Not Russia – Leaked Clinton Emails,['FAKE']
845,Is This Why The Smash In Gold & Silver Is Happening? A Shocking Game-Changer For Gold & Silver Is Now Unfolding…,['REAL']
846,Dad in weird mood since 2004,['REAL']
847,NATO Buildup in Eastern Europe: ‘We’ve Only Seen the Tip of the Iceberg’,['REAL']
848,California & Oregon Want To Secede From The U.S. After Trump Election,['FAKE']
849,Here are the top five things to watch in tonight's debate,['FAKE']
850,The NRA Just Admitted It Was Always Lying About Obama Confiscating Guns,['FAKE']
851,"Head Of Medicare, Who Oversaw Obamacare Rollout, Will Step Down",['REAL']
852,Republican Protester Says He Was Nearly Killed After Trump Says ‘Take Him Out’,['FAKE']
853,"Donald Trump, president of the Confederacy: The Southern strategy created the GOP civil war",['REAL']
854,"Former Miss Finland accuses Trump of sexual assault, bringing number of accusers to 12",['REAL']
855,Kerry orders State Department review of records retention amid Clinton email controversy,['REAL']
856,United States  Reformation or Fracture?,['REAL']
857,A sharp exchange over election-year polling offers thoughts for the rest of us,['REAL']
858,Romney’s reboot: Can the 2012 loser really fix his problems in 2016?,['FAKE']
859,Is it possible to fix the polarization of American politics?,['FAKE']
860,CETA: Canada Has Challenged The EU’s Chemical Regulations 21 Times,['FAKE']
861,Tiny Homes Banned In U.S. At Increasing Rate As Govt Criminalizes Sustainable Living,['FAKE']
862,"Life: When These Third-Graders Saw Their Classmate Didn’t Have A Lunch, They Kept Feeding Him More And More Lunches Until He Clogged The Door And Got School Canceled",['REAL']
863,US faces calls to ‘walk away’ from Iran talks,['FAKE']
864,Netanyahu warns supporters he may lose in Tuesday’s election,['REAL']
865,Harry Reid Calls Trade Push By Obama And GOP 'Insanity',['REAL']
866,Sex and the Presidential City,['REAL']
867,San Bernardino massacre: A horror that affects us all,['FAKE']
868,Netanyahu's Iran Speech: Why it's important for Congress to at least listen to Israel's leader,['FAKE']
869,Obama: Warren 'Absolutely Wrong' On Trade Deal,['REAL']
870,The Guardian is Going Friggin Nuts Over Calais,['FAKE']
871,Swing-state stunner: Trump has edge in key states,['FAKE']
872,AUSTRIAN DISGRACE: No jail for Muslim migrant who dumped his own baby in the middle of the road after he got drunk and enraged,['FAKE']
873,The Modern History of Rigged US Elections,['FAKE']
874,Carly Fiorina will appear in top-tier Reagan Library debate,['REAL']
875,STRANGE THING moving up Alaska’s Chena River caught on video,['FAKE']
876,Trump Expected to Name Running Mate Soon: Looking for an 'Attack Dog',['FAKE']
877,President Obama’s Interview With Samantha Bee Will Have You Rolling On The Floor Laughing (VIDEO),['REAL']
878,The End of the Road for John Kasich,['FAKE']
879,Why Negotiators At Paris Climate Talks Are Tossing The Kyoto Model,['REAL']
880,"WHAT HAPPENED? In 2014, Quebec tried to pass a Charter that would have banned all religious attire in public, specifically to prevent Muslim women from hiding their faces",['FAKE']
881,Election 2016 and the Growing Global Nuclear Threat,['REAL']
882,"How Barack will juggle Bibi, Vlad and Hillary",['REAL']
883,Pentagon: No Plan ‘So Far’ For US Troops to Enter Mosul,['REAL']
884,Russian pianist Denis Matsuev terrorized in US for supporting Putin,['FAKE']
885,"In Rand Paul and Marco Rubio’s feud over Cuba policy, a preview of GOP’s 2016 foreign policy debate",['REAL']
886,Former GOP Representative Calls For Armed Insurrection (VIDEO),['REAL']
887,Jeb Bush blames Iraq unrest on Obama,['REAL']
888,Cop Versus Two Informed Teens who Refuse to Submit to an Unlawful Detainment,['FAKE']
889,Al Qaeda rep says group directed Paris magazine attack; US issues travel warning,['REAL']
890,Did Trump Make a “Secret Deal NOT To Prosecute Hillary” In Exchange for Her Concession?,['FAKE']
891,What 'Draw Muhammad' shootings say about Islamic State reach (+video),['REAL']
892,4 Truly Important Items for Your Post-Election List of Things to Protest,['FAKE']
893,Public vs. Media on War,['FAKE']
894,"In Baltimore's call for federal police probe, a new search for answers (+video)",['REAL']
895,Freedom Rider: Organizing in the Age of Hillary,['REAL']
896,The Iowa caucuses are closer than you think,['REAL']
897,Entering U.S. as refugees would be hard for terrorists,['FAKE']
898,"As Crooked HIllary Investigation Reopens, Democrat Cities Push To Allow Illegal Immigrants Voting",['FAKE']
899,CNN Calls Sheriff Clarke A ‘Terrorist’ After Trump Considers Giving Him An Incredible New Job | EndingFed News Network,['FAKE']
900,Town in Wisconsin Passes Law That Fines Parents of Bullies,['REAL']
901,Here's why moderate Republicans aren't running for Congress anymore,['REAL']
902,"Supreme Court to consider redefining 'one-person, one-vote' principle",['FAKE']
903,Iowa nightmare revisited: Was correct winner called on caucus night?,['FAKE']
904,FBI Investigating New Clinton Emails - The Onion - America's Finest News Source,['FAKE']
905,"In a revealing interview, Trump predicts a ‘massive recession’ but intends to eliminate the national debt in 8 years",['REAL']
906,Euro-Russian Mars Lander May Have Exploded Due to Software Glitch,['FAKE']
907,The Limitations of Randomised Controlled Trials,['REAL']
908,Climate change: What you can do (Opinion),['REAL']
909,Obama: Gov. Scott Walker needs to ‘bone up’ on foreign policy,['REAL']
910,Watch: Obama criticizes Kenya's president on gay rights as they stand right by each other,['REAL']
911,Shallow 5.4 magnitude earthquake rattles central Italy; shakes buildings in Rome,['REAL']
912,Obama’s plan to boost defense budget points to brewing national security debate,['REAL']
913,What Trump and Clinton are looking for in a VP,['FAKE']
914,Trumps Hollywood Walk of Fame star Destroyed with a Sledgehammer and Pick,['REAL']
915,The GOP’s nuclear option for Donald Trump: Why the only way to beat him is so scary,['FAKE']
916,Checking a claim that 'nobody did anything wrong' on Benghazi,['FAKE']
917,Who's winning Indiana? It's anybody's guess,['REAL']
918,"Palin’s endorsement the latest prize as Trump, Cruz battle for conservatives",['FAKE']
919,Refugee Resettlement Watch: Swept Away In North Carolina,['REAL']
920,Unravelling Chattanooga: What do we know about shooter?,['FAKE']
921,November Kale,['REAL']
922,'There appear to be no rules anymore',['REAL']
923,"University of Missouri, please immediately fire employees who taunted media",['REAL']
924,How Trump vs. Clinton could reshape the electoral map,['FAKE']
925,Trump ups the ante in Indiana,['FAKE']
926,"Plutocrats love Jeb, but voters don’t: Bush’s “electability” argument is getting even weaker",['REAL']
927,300 US Marines Deployed To Norway Near Russian Border For First Time Since World War II,['FAKE']
928,Julian Assange: Why We Published What We Have on the US Elections,['FAKE']
929,Pakistan expels India diplomat in tit-for-tat move,['REAL']
930,News Shot: Detroit Airport Uses New System To Control Travelers,['REAL']
931,"Chris Christie: If I Run, I Will Beat Hillary Clinton",['REAL']
932,"Christie Hides $800,000 in Travel Bills",['REAL']
933,Russia deploys missiles in Syria after Turkey shoots down bomber,['REAL']
934,Lawbreaking AirBnB At It Again: Sends Out Spam That Violates CAN-SPAM Act,['REAL']
935,Marco Rubio self-destructs in New Hampshire,['FAKE']
936,"Comment on Entitled Customer Slams Restaurant On Yelp, What Happens Next Is Sheer Badassery by customize your own jerseys",['REAL']
937,Exclusive: Foreign Isis Fighters Defend Mosul Frontline as Locals Flee,['FAKE']
938,The President Of The United States of America: Donald J. Trump,['REAL']
939,The GOP Is Dying Off. Literally.,['FAKE']
940,Michael Bloomberg Names Technological Unemployment as the Next Administration’s “Greatest Conundrum”,['REAL']
941,Carly Fiorina swipes at Trump: ‘Look at this face.’,['REAL']
942,Where Donald Trump and Hillary Clinton stand on economic issues,['REAL']
943,Can Anyone Beat Trump in the Primary? History Says No,['REAL']
944,"Morning Plum: Get ready for another ideological death struggle, this time over climate",['REAL']
945,Two Points About the Hillary Clinton Email Fiasco,['REAL']
946,IT Firm Wins $63Mln US Army Contract in South Korea - NCI,['REAL']
947,"Terror attack over, 147 dead at Kenya university",['REAL']
948,"Wall Street, Hollywood, The Media And SJWs Fail To Stop Donald Trump From Becoming America’s 45th President",['REAL']
949,Robert Durst of HBO's 'The Jinx' charged with murder,['REAL']
950,Why the Iraq offensive will fail,['REAL']
951,Hope and hype of Hiroshima can’t conceal Obama’s dismal record on nuclear disarmament,['REAL']
952,"650,000 Emails Found On Anthony Weiner’s Laptop; DOJ Blocked Foundation Probe",['REAL']
953,Congress Undermines U.S. Global Economic Standing,['REAL']
954,Iran nuclear talks: What if the deal falls through?,['REAL']
955,Election’s Rape And Sexual Assault Accusations Need to Be Taken Seriously,['REAL']
956,Democratic convention: passionate end to day one steadies early drama,['REAL']
957,The GOP's big-money plan to save the Senate,['FAKE']
958,It Turns Out Trump Put off Investigators for 6 Months While He Destroyed Emails,['REAL']
959,Russian Navy Moves Guided Missile Ships to Baltic,['FAKE']
960,Cruz blasts Trump as phony conservative in front of CPAC crowd,['FAKE']
961,Taking Trump voters’ concerns seriously means listening to what they’re actually saying,['REAL']
962,Donald Trump’s campaign of terror: How a billionaire channeled his authoritarian rage — and soared to the top of the polls,['FAKE']
963,BRICS Countries to Invest $500 Million in Russian Gold Deposit - Kira Egorova,['REAL']
964,“There is such a thing as being too late”: Obama issues a desperate call for a global climate deal,['FAKE']
965,Hybrid Wars 8. Strategies Against Africa – Introduction,['REAL']
966,We’re All Going To Lose On November 8th: Get Prepped With This Post-Election Chaos Checklist (VIDEO),['REAL']
967,HIV ‘Cure’ Almost Complete after Scientists Remove Virus’s DNA from Living Tissue,['FAKE']
968,Vortex Structured Water [Video],['REAL']
969,Missing on GOP debate stage: A future president (Opinion),['REAL']
970,Senators Seek ‘Living Wage’ for Capitol Hill Contractors,['FAKE']
971,Brian Williams Under Fire Over His Shifting Story Of Iraq Helicopter Attack,['REAL']
972,Getting 10 Minutes of Sunlight Per Day Can Stop Depression,['REAL']
973,AUSTRIA: Freedom Party leader calls Chancellor Angela Merkel the “most dangerous woman in Europe”,['REAL']
974,The Sex Scandal That Could Change The Election,['REAL']
975,Obama administration announces halt on new coal leases,['REAL']
976,"ObamaCare has cancer. And if it’s not treated quickly and aggressively, it will die",['REAL']
977,OFF TOPIC: Unlike Muslims…horses actually do have a sense of humor,['REAL']
978,This Irish TV channel killed their weather presenter for Halloween,['REAL']
979,Scientists Claim To Have Found 234 Alien Civilizations,['FAKE']
980,I Am A Syrian Living in Syria: “It was Never a Revolution nor a Civil War. The Terrorists are sent by your Government”,['FAKE']
981,President Obama's persistent and puzzling passivity on terrorism,['REAL']
982,Baby Bonds: A Plan for Black/White Wealth Equality Conservatives Could Love?,['REAL']
983,Two-time world champion in kickboxing killed in Moscow. Video,['REAL']
984,Jeb's invisible man strategy,['REAL']
985,"Death of millions of Yemenis in the ""forgotten war""",['REAL']
986,"Charlie Hebdo attack: Suspects' names, photos released",['REAL']
987,Why the Ted Cruz-Marco Rubio debate mattered most (+video),['REAL']
988,"David Sweat shot, captured alive after New York manhunt",['REAL']
989,Texas county switches to 'emergency paper ballots',['REAL']
990,"Police Family Fakes Robbery, Vandalizes Own Home to Blame it On Black Lives Matter",['REAL']
991,"Obama opens up on Iran: What he's learned about war, Republicans, and his foreign policy",['REAL']
992,Why Bernie Sanders's campaign makes me worry about how he’ll manage the White House,['REAL']
993,What DNC Donors REALLY think of African Americans,['REAL']
994,Leaked email shows Monsanto Executive V.P. invited to 'Hillraiser' fundraiser to put Clinton into the White House for Monsanto's benefit,['FAKE']
995,Clintons Are Under Multiple FBI Investigations as Agents Are Stymied,['FAKE']
996,"First Iraqi Troops Enter Mosul, But Fighting Remains Largely in Suburbs",['REAL']
997,SHOCK VIDEO : Hillary Needs Help Climbing ONE SINGLE STEP in Florida – TruthFeed,['REAL']
998,"After vowing to end two wars, Obama may leave three behind",['REAL']
999,Climate Engineering And Cryosphere Collapse,['REAL']
1000,Donald Trump Wins The Presidency In Historic Mandate Victory As Hillary Clinton Concedes,['FAKE']
1001,"Illegal Thug Returns After Deported Twice, Gives Sick ‘Gift’ To Girlfriend",['FAKE']
1002,Barack Obama Marks 50th Anniversary Of 'Bloody Sunday' With Powerful Speech In Selma,['REAL']
1003,"Ryan meets Trump, says ‘very encouraged’ but unity will take time",['REAL']
1004,Eleven States Sue Obama Admin. over Transgender Directive,['REAL']
1005,A brutal spoof advert for the new Macbook that highlights everything it doesn’t have,['REAL']
1006,"US sailors freed by Iranians. No US apology issued, says Joe Biden",['FAKE']
1007,Could This Be the Real 'Super Tuesday'? A Look at What's at Stake,['REAL']
1008,"Thanks to Obama, the terrorist cancer is growing",['REAL']
1009,"Politico Tries to Destroy Trump, But It Backfires IMMEDIATELY",['FAKE']
1010,ICE Agent Commits Suicide in NYC; Leaves Note Revealing Gov’t Plans to Round-up & DISARM Americans During Economic & Bank Collapse | EndingFed News Network,['FAKE']
1011,Gold prices on the way to all-time highs,['REAL']
1012,Trump doesn’t have a national campaign. So the GOP is trying to run one for him.,['FAKE']
1013,Republicans in Congress are ready for Hillary as they prepare for new probes into Clinton Foundation,['FAKE']
1014,Some GOP elites aren’t quite convinced by Trump charm offensive,['REAL']
1015,Puh-LEEZE! DOJ’s ‘policy’ reminder to FBI is shameless (especially considering THIS) – twitchy.com,['REAL']
1016,Show biz: Business and breakthroughs,['REAL']
1017,Canada Just Threw A Grenade Into Elizabeth Warren's Trade Fight With Obama,['FAKE']
1018,"New Company Aims To Explore Intersection Of Technology, Other Thing - The Onion - America's Finest News Source",['REAL']
1019,When Will It End? Police Clash with Pipeline Protesters,['REAL']
1020,GOP Debate Round 3: Expect Another Wild Night,['REAL']
1021,A List of Best Password Managers Offering Both Free and Premium Services,['REAL']
1022,New bionic eye implant connects directly to brain,['REAL']
1023,GLOBAL WARMING ALARMISTS DISAPPOINTED THAT HURRICANE MATTHEW WASN’T WORSE,['FAKE']
1024,His campaign’s statement that Trump accepts the truth of Obama’s birthplace is filled with falsehoods,['REAL']
1025,"White House, Dems seek to water down Iran bill",['FAKE']
1026,Reporter says Clinton camp denying him access to events,['REAL']
1027,Congress's fight over Iran deal enters new phase,['FAKE']
1028,Why LeBron James’s Endorsement Could Help Clinton Retake Ohio,['REAL']
1029,White House warns Congress: Fight Zika or live to regret it,['FAKE']
1030,Cuba has a possible lung cancer vaccine that America can now test,['FAKE']
1031,FBI REDUX: What’s Behind New Probe into Hillary Clinton Emails?,['REAL']
1032,"Hillary Isn’t Only One Who Suffers Memory Loss, Look What Bill Just Did….",['REAL']
1033,White House counsel reportedly kept in dark on Clinton’s personal email use,['REAL']
1034,Iran talks to be extended another day,['REAL']
1035,Our Debt to Paula Jones,['REAL']
1036,“Billionaire” Donald Trump’s Presidential Campaign Is Flat Out Broke,['FAKE']
1037,Reasons to Risk Nuclear Annihilation,['FAKE']
1038,Election 2016: Clinton email stumble fuels Dem critics,['FAKE']
1039,"Kurdish forces, backed by U.S. airstrikes, launch offensive in Iraq",['REAL']
1040,BAHAHA! Wanna bet Hillary made THIS face when she found out about the FBI? [photo],['REAL']
1041,Comment on The Science is “Overwhelming At This Point” Wifi Industry Appeals Brain Tumor Association Ordinance by THE SCIENCE IS “OVERWHELMING AT THIS POINT” WIFI INDUSTRY APPEALS BRAIN TUMOR ASSOCIATION ORDINANC - WAKING SCIENCE,['REAL']
1042,"“We won, you lost, get over it” Brexiters told outside High Court",['REAL']
1043,Political Correctness for Yuengling Brewery; What About Our Opioid Epidemic?,['FAKE']
1044,"As Always, U.S. Adores a Good Sex Scandal",['REAL']
1045,Migrants Refuse To Leave Train At Refugee Camp In Hungary,['FAKE']
1046,Biden previews battle against Clinton,['FAKE']
1047,Links 11/11/16,['REAL']
1048,VIDEO : Sean Hannity “The American People Have Finally Been Heard” – TruthFeed,['REAL']
1049,"Mike Brown Family Suing Ferguson, Wilson",['FAKE']
1050,SWEDISH OUTRAGE as Muslim colonizers get preference for housing while native Swedes are out in the cold,['REAL']
1051,U.S. LAWMAKERS RAISE PRIVACY CONCERNS OVER NEW HACKING RULES,['FAKE']
1052,Sanders’ challenge: Winning over Obama supporters,['REAL']
1053,U.S. Currency Hidden Images,['REAL']
1054,GOP lands no solid punches while sparring with Clinton over Benghazi,['FAKE']
1055,"A nuclear deal has been reached, but Iran must free Jason Rezaian",['FAKE']
1056,"South Carolina, Nevada polls find Clinton far ahead",['REAL']
1057,Will Hillary Clinton lose the election because of the FBI email investigation?,['REAL']
1058,"Monsanto Behind 4-Years-in-the-Making, Failed Peace Deal in Colombia",['REAL']
1059,Oathkeepers to Prevent Voter Fraud- Operation Sabot,['REAL']
1060,Non-mainstream poll shows Trump poised to win with 76% chance,['FAKE']
1061,Stossel: Why Marco Rubio and Hillary Clinton are 2016's likely nominees,['REAL']
1062,The Source of our Rage       :,['REAL']
1063,Donald Trump Campaign Manager Is Out,['FAKE']
1064,"We must smash the Clinton machine: Democratic elites and the media sold out to Hillary this time, but change is coming",['REAL']
1065,5 takeaways from the first presidential debate,['REAL']
1066,"@POTUS joins Twitter, jokes with @BillClinton",['REAL']
1067,Trump Supporters Booby Trap Polling Place And Spill Blood Of Election Volunteer (VIDEO) | Addicting Info | The Knowledge You Crave,['FAKE']
1068,Obama on 'The Daily Show:' What happened to common conversation? (+video),['FAKE']
1069,It’s not about mental illness: The big lie that always follows mass shootings by white males,['REAL']
1070,GOP Candidates Say Paris Attacks Highlight U.S. Leadership Failure,['FAKE']
1071,Report: Freddie Gray sustained injury in police van,['REAL']
1072,"Sure, We Want An Honest And Trustworthy President, But It's Complicated",['REAL']
1073,"Comment on ‘Voting Is Rigged & Used To Pacify The Public’ Says Three-Time US Presidential Candidate Ron Paul by Anonymous: There Is No One Way To Live On This Planet, But We Can Be Harmonious – Collective Evolution",['FAKE']
1074,The Pope vs. America,['FAKE']
1075,Bernie Sanders to announce 2016 intentions on Thursday,['REAL']
1076,The problem with Cruz and Kasich aligning to stop Donald Trump,['FAKE']
1077,Brexiters set up demented ‘people’s courts’,['REAL']
1078,"Prime Minister of France says, “if we grant immediate asylum to illegal alien Muslim invaders, by tomorrow they will be speaking French and sharing French values”",['FAKE']
1079,US Presidential Elections Sound a Warning of Catastrophes to Come,['FAKE']
1080,The Overwhelming Stress of Being Denied a Bathroom,['REAL']
1081,DONALD TRUMP & DEUTSCHE BANK: DID CLINTONS LEAN ON US JUSTICE DEPARTMENT?,['FAKE']
1082,Why You Should Stop Apologizing for Doing All That You Can,['REAL']
1083,Clinton Gets Back In The Game After Blowout Loss To Sanders In N.H.,['FAKE']
1084,WikiLeaks Documents Reveal United Nations Interest In UFOs,['REAL']
1085,The Senate's 46 Democrats got 20 million more votes than its 54 Republicans,['FAKE']
1086,Fashwave Friday: Endgame,['REAL']
1087,"Blog: If Donald Trump Pardons Me, I Would Be Honored To Serve As Secretary Of Agriculture",['FAKE']
1088,Hung jury in Jodi Arias sentencing phase removes possibility of death sentence,['REAL']
1089,Chris Christie Bolsters Political Team as Allies Launch Super PAC,['FAKE']
1090,Re: Why Did Attorney General Loretta Lynch Plead The Fifth?,['REAL']
1091,The Fear of Being Gay in Russia,['FAKE']
1092,Federal court: NSA phone record collection is excessive,['REAL']
1093,BREAKING: THE REAL REASON HILLARY CLINTON WONT BE CHARGED BY THE FBI,['FAKE']
1094,"Blame Government, Not Markets, for Monopoly",['REAL']
1095,Michael Oliver – Here Is The Big Picture For Gold After The Takedown,['REAL']
1096,Hillary Clinton speech to attack Donald Trump's 'dangerous' foreign policy plans,['FAKE']
1097,‘Take The Money!!’: Emails Show How Clinton Campaign Manages Lobbyist Donations,['REAL']
1098,Military op to retake Mosul from ISIS,['REAL']
1099,"Iowa caucus results: Ted Cruz wins, Hillary Clinton declares victory",['REAL']
1100,"Lesson learned? Goldman Sachs says not to expect ""Brexit-type surprise"" on Nov. 8",['REAL']
1101,Three Ways to Recharge Your Energy Using Crystals,['REAL']
1102,"Obama Spends Earth Day In The Everglades, Taunting Republicans On Climate Change",['FAKE']
1103,Donald Trump doesn't challenge anti-Muslim questioner,['REAL']
1104,Lawyer Who Kept Hillary Campaign Chief Out of Jail in DOJ Hillary Probe,['REAL']
1105,"Trump claims GOP nomination, tells struggling Americans 'I am your voice'",['REAL']
1106,Quit Smoking! Smoking Cigarettes Causes 150 Genetic Mutations and Cancer,['REAL']
1107,Claire McCaskill Accuses Marco Rubio Of Shirking Principles On Immigration,['REAL']
1108,"Obamacare Is Back At The Supreme Court, And These 6 Lives Hang In The Balance",['REAL']
1109,4 Things The New Hampshire Primary Will Tell Us,['FAKE']
1110,The Latest ABC/WaPo Poll Has the Hillary Campaign Sounding the Alarms,['REAL']
1111,"32,000 emails recovered in IRS targeting probe amid allegations agency chief may have lied",['REAL']
1112,Banana Republic Election in the United States?,['REAL']
1113,TIME MAGAZINE Reaches NEW LOW: It’s “Sexist” To Investigate Hillary Clinton!”,['REAL']
1114,"If Donald Trump Wins The Election, It Will Be The Biggest Miracle In US Political History",['FAKE']
1115,"Comment on Creating a National Security State ‘Democracy,’ Or How the American Political System Changed and No One Noticed by James Miller",['REAL']
1116,Superbug cases spur FDA warning on dirty medical scopes,['FAKE']
1117,PATRIOT Act At 15: Do You Feel Safer?,['REAL']
1118,The 8th Democratic Debate In 100 Words (And 4 Videos),['REAL']
1119,"Rebels Escalate Attacks on Western Aleppo, Killing 12 Civilians",['REAL']
1120,Militias prepare for election unrest while Christians fast,['FAKE']
1121,Saudi Arabia to behead disabled man for taking part in protests,['FAKE']
1122,Donald Trump threatens to jail Hillary Clinton in second presidential debate,['FAKE']
1123,Cars That Broke Bad,['REAL']
1124,“Has science gone too far?”,['REAL']
1125,Tics and tricks: Here's what Trump and Clinton's body language reveals,['FAKE']
1126,Green Party’s Margaret Flowers Challenges US Senate Debate in Maryland as Undemocratic,['REAL']
1127,Obama ISIS war authorization: Request sent to Congress,['FAKE']
1128,Donald Trump's Problems Are Much Deeper Than A Campaign Manager,['FAKE']
1129,Marcus Mumford after Bundy verdict.,['REAL']
1130,#2816: Clinton Pride’s 8(a) Pig Farm Bridge – Serco Zulu Server Snuff –Soros's Patented Voter Key,['FAKE']
1131,"Obama's Presidential Library Will Be In Chicago, Foundation Announces",['FAKE']
1132,Republicans are crossing a dangerous new line: sabotaging US foreign policy,['FAKE']
1133,Bully Backs Blowhard for President: Now Christie Likes Trump,['REAL']
1134,Adelson's Review-Journal Gives Trump First Major Endorsement,['REAL']
1135,"Jeb’s Sad, Quixotic South Carolina Slog",['REAL']
1136,"U.S. strike believed to have killed ‘Jihadi John,’ Islamic State executioner",['FAKE']
1137,Dems File Complaint w/DOJ Against FBI for Investigating Hillary,['REAL']
1138,Tradesman keeps promise,['FAKE']
1139,"Clinton, Trump and Obama aren't telling American workers the truth. Here it is",['FAKE']
1140,"BREAKING : LGBT Group Endorses Trump, Says, “Hillary is Detrimental for Gays” – TruthFeed",['FAKE']
1141,The Political Songs Of Leonard Cohen,['FAKE']
1142,Alabama Sen. Sessions Backs Trump’s Immigration Platform,['FAKE']
1143,Gary Johnson’s Post-Debate Reactions,['REAL']
1144,How the Oligarchy Has Prepared the Groundwork for Stealing the Election,['REAL']
1145,Reince Priebus is in over his head,['REAL']
1146,New Leak Exposes Hillary’s Real Plan For Clinton Foundation Foreign Donors,['REAL']
1147,Excruciating choice for GOP leaders: Take a risk on Trump?,['FAKE']
1148,WIKILEAKS : Hillary Receiving Donations from Radical Muslims in Turkey – TruthFeed,['REAL']
1149,Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,['FAKE']
1150,Jeremy Vine already tripping his tits off,['REAL']
1151,“Homicides Up 55 Percent”–Chicago Stays Vibrant,['REAL']
1152,Jake Tapper to moderate 's first GOP debate,['FAKE']
1153,"After tragic shooting, Charleston church reopens with prayer, songs and tears",['REAL']
1154,Acting out of weakness? Why Obama's dangerously wrong about Putin's intentions in Syria,['REAL']
1155,"Black Agenda Radio for Week of Nov. 7, 2016",['FAKE']
1156,Juror in Oregon militia trial dismissed for bias: judge,['REAL']
1157,An Angry John Podesta Issues A Statement On “Reopening” Of FBI Probe,['FAKE']
1158,300 US Marines To Be Deployed To Russian Border In Norway,['FAKE']
1159,"Jordanian fighter jets strike hard at ISIS, pay tribute to murdered pilot",['REAL']
1160,ISIS shoots down Russian helicopter near Palmyra (VIDEO+PHOTOS),['FAKE']
